,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
3140,Kantaro: The Sweet Tooth Salaryman,TV Show,2017-12-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,7.5
3141,Monster Island,Movie,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,4.7
3142,Oggy and the Cockroaches,TV Show,2017-12-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,6.4
3143,The Worthy,Movie,2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,187.86750030517575,5.1
3144,TURN: Washington's Spies,TV Show,2017-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.86750030517575,8.1
3145,Man Down,TV Show,2017-11-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.7
3146,Broadchurch,TV Show,2017-11-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,8.4
3147,Poster Boys,Movie,2017-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,5.4
3148,Cuba and the Cameraman,Movie,2017-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,8.2
3149,The Girl from the Song,Movie,2017-11-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195.6009521484375,5.6
3150,Godless,TV Show,2017-11-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.6
3151,Brian Regan: Nunchucks and Flamethrowers,Movie,2017-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.4
3152,A Christmas Prince,Movie,2017-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,5.8
3153,Longmire,TV Show,2017-11-17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,8.3
3154,Mudbound,Movie,2017-11-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.4
3155,Shot in the Dark,TV Show,2017-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,195.6009521484375,9.1
3156,The Irregular at Magic High School,TV Show,2017-11-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.6009521484375,7.0
3157,The Method,TV Show,2017-11-15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.3
3158,DeRay Davis: How to Act Black,Movie,2017-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.2
3159,Bon Cop Bad Cop 2,Movie,2017-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.6
3160,Lady Dynamite,TV Show,2017-11-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.4
3161,The Killer,Movie,2017-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.0
3162,Project Mc²,TV Show,2017-11-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.2
3163,The Journey Is the Destination,Movie,2017-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.3
3164,Let It Fall: Los Angeles 1982-1992,Movie,2017-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.8
3165,Mubarakan,Movie,2017-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,5.6
3166,Bandie,Movie,2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,4.7
3167,The Little Nyonya,TV Show,2017-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.1
3168,The Truth,TV Show,2017-11-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,7.5
3169,Together,TV Show,2017-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6009521484375,6.8
3170,SPF-18,Movie,2017-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,194.22909129749644,3.3
3171,Pup Star: Better 2Gether,Movie,2017-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,4.3
3172,Joan Didion: The Center Will Not Hold,Movie,2017-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.5
3173,Strange Weather,Movie,2017-10-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.0
3174,The Hateful Eight,Movie,2017-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194.22909129749644,7.8
3175,Jack Whitehall: At Large,Movie,2017-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.9
3176,The Mist,TV Show,2017-10-24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,194.22909129749644,7.7
3177,1922,Movie,2017-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194.22909129749644,6.2
3178,Wheelman,Movie,2017-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.4
3179,Wedding Unplanned,Movie,2017-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.1
3180,Patton Oswalt: Annihilation,Movie,2017-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.3
3181,Baadshaho,Movie,2017-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,4.9
3182,Laws of Attraction,TV Show,2017-10-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194.22909129749644,7.7
3183,Belief: The Possession of Janet Moses,Movie,2017-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.7
3184,Singapore,Movie,2017-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.4
3185,West Coast Customs,TV Show,2017-10-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194.22909129749644,5.9
3186,Blessed Benefit,Movie,2017-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.6
3187,Clair Obscur,Movie,2017-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.5
3188,Kingdom of Us,Movie,2017-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.9
3189,The Babysitter,Movie,2017-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.4
3190,Barakah Meets Barakah,Movie,2017-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.3
3191,Bomb Scared,Movie,2017-10-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.7
3192,Kibaoh Klashers,TV Show,2017-10-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.0
3193,The Death and Life of Marsha P. Johnson,Movie,2017-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194.22909129749644,7.2
3194,Beyblade Burst,TV Show,2017-10-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,6.9
3195,Franca: Chaos and Creation,Movie,2017-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,7.5
3196,Generation Iron 2,Movie,2017-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,194.22909129749644,6.1
3197,Ghost Patrol,Movie,2017-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.22909129749644,5.1
3198,Star Trek: Enterprise,TV Show,2017-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194.22909129749644,7.5
3199,Star Trek: Voyager,TV Show,2017-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194.22909129749644,7.9
3200,Gerald's Game,Movie,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,181.56050033569332,6.5
3201,Long Shot,Movie,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.4
3202,Our Souls at Night,Movie,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.9
3203,Out of Thin Air,Movie,2017-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.3
3204,Much Loved,Movie,2017-09-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.2
3205,Def Comedy Jam 25,Movie,2017-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.6
3206,Dark Matter,TV Show,2017-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181.56050033569332,7.4
3207,The Bar,Movie,2017-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.3
3208,Gaga: Five Foot Two,Movie,2017-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181.56050033569332,7.0
3209,The Bad Batch,Movie,2017-09-22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,181.56050033569332,5.2
3210,Jerry Before Seinfeld,Movie,2017-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.0
3211,First They Killed My Father,Movie,2017-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.2
3212,Strong Island,Movie,2017-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.4
3213,VeggieTales in the City,TV Show,2017-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,4.7
3214,Ghost of the Mountains,Movie,2017-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.0
3215,Offspring,TV Show,2017-09-13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,8.3
3216,Heroin(e),Movie,2017-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.8
3217,Apaches,TV Show,2017-09-08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.1
3218,Joaquín Reyes: Una y no más,Movie,2017-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.1
3219,Carrie Pilby,Movie,2017-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.7
3220,Marc Maron: Too Real,Movie,2017-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.2
3221,No Tomorrow,TV Show,2017-09-05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,181.56050033569332,8.9
3222,Reign,TV Show,2017-09-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,9.4
3223,Frequency,TV Show,2017-09-04,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,181.56050033569332,7.7
3224,The Vampire Diaries,TV Show,2017-09-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,181.56050033569332,7.7
3225,Aakhri Adaalat,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,5.0
3226,Berserk: The Golden Age Arc II - The Battle for Doldrey,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.7
3227,Berserk: The Golden Age Arc III - The Advent,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,7.8
3228,Brother's Shadow,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.0
3229,Ek Jaan Hain Hum,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181.56050033569332,6.4
3230,Gurren Lagann,TV Show,2017-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,8.3
3231,High Risk,TV Show,2017-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181.56050033569332,6.1
3232,Khoon Khoon,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,5.1
3233,Little Evil,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,5.7
3234,Manoranjan,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181.56050033569332,6.5
3235,Mujrim,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,5.4
3236,Narcos,TV Show,2017-09-01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,8.8
3237,The Last Shaman,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.6
3238,The Lost Brother,Movie,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.56050033569332,6.5
3239,Ryan Hamilton: Happy Face,Movie,2017-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.3
3240,Buster's Mal Heart,Movie,2017-08-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,172.36434737495753,6.1
3241,Berlin Syndrome,Movie,2017-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.36434737495753,6.3
3242,Death Note,Movie,2017-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.36434737495753,4.5
3243,Lynne Koplitz: Hormonal Beast,Movie,2017-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,6.3
3244,Dinotrux,TV Show,2017-08-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,6.8
3245,What Happened to Monday,Movie,2017-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,6.8
3246,Brad Paisley's Comedy Rodeo,Movie,2017-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172.36434737495753,5.7
3247,Colin Quinn: Unconstitutional,Movie,2017-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.1
3248,The Outcasts,Movie,2017-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.4
3249,Naked,Movie,2017-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.4
3250,Demonic,Movie,2017-08-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.3
3251,The Saint,Movie,2017-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,4.9
3252,Enter the Warriors Gate,Movie,2017-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.4
3253,Icarus,Movie,2017-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.36434737495753,7.9
3254,The Invisible Guardian,Movie,2017-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.36434737495753,6.4
3255,Bountiful Blessings,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,172.36434737495753,6.4
3256,Entangled,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,9.3
3257,Handsome Devil,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.0
3258,Jessica Darling's It List,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.4
3259,Life Plan A and B,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,172.36434737495753,7.7
3260,Locust,TV Show,2017-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172.36434737495753,6.0
3261,Maz Jobrani: Immigrant,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,6.7
3262,Opening Night,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,172.36434737495753,5.9
3263,Raising the Bar,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.36434737495753,5.5
3264,The Blind Christ,Movie,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.36434737495753,5.8
3265,The In-Laws,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,6.0
3266,The IT Crowd,TV Show,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,8.5
3267,Vexed,TV Show,2017-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,7.2
3268,World War II in Colour,TV Show,2017-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.36434737495753,8.7
3269,Daughters of Destiny,TV Show,2017-07-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,8.6
3270,The Incredible Jessica James,Movie,2017-07-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.5
3271,I Called Him Morgan,Movie,2017-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168.71699905395508,7.3
3272,Aditi Mittal: Things They Wouldn't Let Me Say,Movie,2017-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,4.4
3273,Ari Shaffir: Double Negative,TV Show,2017-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.8
3274,Uncertain Glory,Movie,2017-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.1
3275,Amar,Movie,2017-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.0
3276,To the Bone,Movie,2017-07-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.8
3277,D.L. Hughley: Clear,Movie,2017-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.8
3278,Tom Segura: Completely Normal,Movie,2017-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.7
3279,Dawn of the Croods,TV Show,2017-07-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,5.8
3280,Diamond Lover,TV Show,2017-07-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,168.71699905395508,6.2
3281,Take Me,Movie,2017-07-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.1
3282,10 jours en or,Movie,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,5.9
3283,A 2nd Chance,Movie,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168.71699905395508,4.7
3284,Against the Tide,TV Show,2017-07-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.6
3285,Amrapali,Movie,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,168.71699905395508,6.7
3286,Breakout,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.7
3287,Intersection,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,168.71699905395508,7.5
3288,Lal Patthar,Movie,2017-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.1
3289,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,TV Show,2017-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,5.0
3290,Mystic Whispers,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.1
3291,Professor,Movie,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,6.8
3292,The Oath,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,168.71699905395508,6.2
3293,The Truth Seekers,TV Show,2017-07-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,8.8
3294,The Ultimatum,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.3
3295,Unriddle,TV Show,2017-07-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,7.5
3296,World at Your Feet,TV Show,2017-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,5.0
3297,Yaar Gaddar,Movie,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.71699905395508,3.7
3298,Yours Fatefully,TV Show,2017-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168.71699905395508,6.9
3299,Criminal Minds,TV Show,2017-06-30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,157.2959088412198,8.1
3300,Gypsy,TV Show,2017-06-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.7
3301,Little Witch Academia,TV Show,2017-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,7.8
3302,Okja,Movie,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,7.3
3303,Chris D'Elia: Man on Fire,Movie,2017-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.5
3304,I Am Michael,Movie,2017-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157.2959088412198,5.6
3305,Nobody Speak: Trials of the Free Press,Movie,2017-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,6.5
3306,You Get Me,Movie,2017-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157.2959088412198,4.7
3307,Dangal,Movie,2017-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157.2959088412198,8.3
3308,Young & Hungry,TV Show,2017-06-21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.2959088412198,7.3
