title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
Barbie Dreamhouse Adventures,TV Show,2019-02-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.7
"Ken Jeong: You Complete Me, Ho",Movie,2019-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.7
Velvet Colección,TV Show,2019-02-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354.6563158537212,7.2
Period. End of Sentence.,Movie,2019-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.4
The Break,TV Show,2019-02-09,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.1
High Flying Bird,Movie,2019-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,354.6563158537212,6.2
Kevin Hart's Guide to Black History,Movie,2019-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,5.6
One Day at a Time,TV Show,2019-02-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.6
The Tree of Blood,Movie,2019-02-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.4
Hidden Worlds,TV Show,2019-02-05,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.5
Live,TV Show,2019-02-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,8.3
"Ray Romano: Right Here, Around the Corner",Movie,2019-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.2
Safe,TV Show,2019-02-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.6
Violet Evergarden,TV Show,2019-02-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354.6563158537212,9.4
Await Further Instructions,Movie,2019-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,4.9
Manusangada,Movie,2019-02-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.6
Lego DC Comics: Batman Be-Leaguered,Movie,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.4
Littlest Pet Shop: A World of Our Own,TV Show,2019-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.8
Russian Doll,TV Show,2019-02-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,7.7
Sword Art Online Alternative: Gun Gale Online,TV Show,2019-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.6563158537212,6.8
Velvet Buzzsaw,Movie,2019-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,354.6563158537212,5.7
Hantu Kak Limah,Movie,2019-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.6
Paprika,TV Show,2019-01-31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.3
Maharaja: The Story of Ranjit Singh,Movie,2019-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.4
Virsa,Movie,2019-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323.40238298688615,5.7
Bhasmasur,Movie,2019-01-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.7
"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Movie,2019-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.3
Alt-Right: Age of Rage,Movie,2019-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.2
Habibie & Ainun,Movie,2019-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.6
Nathicharami,Movie,2019-01-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.2
Rudy Habibie,Movie,2019-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.5
Z Nation,TV Show,2019-01-27,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.7
Goyo: The Boy General,Movie,2019-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.5
Polar,Movie,2019-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,8.2
The Perfect Match,TV Show,2019-01-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,323.40238298688615,8.8
Close,Movie,2019-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,4.5
IO,Movie,2019-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,4.8
Memory Love,TV Show,2019-01-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,323.40238298688615,7.9
Patria,Movie,2019-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.1
Soni,Movie,2019-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.1
The World's Most Extraordinary Homes,TV Show,2019-01-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.5
Abducted in Plain Sight,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.8
Pandigai,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.4
Pari,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,3.9
Revenger,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.7
Sebastian Maniscalco: Stay Hungry,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.1
The Doll,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.2
The Doll 2,Movie,2019-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.2
All of You,Movie,2019-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.6
Back with the Ex,TV Show,2019-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,323.40238298688615,6.2
Friends from College,TV Show,2019-01-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,323.40238298688615,6.9
Hardy Bucks,TV Show,2019-01-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,8.3
Horrid Henry,TV Show,2019-01-11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.4
Solo,Movie,2019-01-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.0
The Last Laugh,Movie,2019-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.6
Pocoyo,TV Show,2019-01-10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.2
Next Enti?,Movie,2019-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,4.3
Komola Rocket,Movie,2019-01-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.3
Nang Nak,Movie,2019-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.5
Lionheart,Movie,2019-01-04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,5.7
Déjà Vu,TV Show,2019-01-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,323.40238298688615,7.2
A Series of Unfortunate Events,TV Show,2019-01-01,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.1
Moshe Kasher: Live in Oakland,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.7
Pokémon the Movie: I Choose You!,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.3
Taramani,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,323.40238298688615,7.4
The Paper,TV Show,2019-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.7
Whitney Cummings: Money Shot,Movie,2019-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.40238298688615,6.2
Bill Hicks: Relentless,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.5
Bill Hicks: Revelations,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.4
Gina Yashere: Laughing to America,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.0
Sam Kinison: Breaking the Rules,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.2
Sam Kinison: Live in Vegas,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,4.7
Sam Kinison: The Scream Continues,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.4
Tim Allen: Men Are Pigs,Movie,2018-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.1
Hashoter Hatov,TV Show,2018-12-28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.5
Life Ki Toh Lag Gayi,Movie,2018-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.2
Selection Day,TV Show,2018-12-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,266.3094739412007,7.3
When Angels Sleep,Movie,2018-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,5.5
Watership Down,TV Show,2018-12-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.2
7 Days Out,TV Show,2018-12-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.7
Bad Seeds,Movie,2018-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.3
Bird Box,Movie,2018-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,6.6
Lion Pride,TV Show,2018-12-21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,266.3094739412007,7.5
Love @ Seventeen,TV Show,2018-12-21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,266.3094739412007,6.8
Perfume,TV Show,2018-12-21,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.1
Sirius the Jaeger,TV Show,2018-12-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.8
Wolf,TV Show,2018-12-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.8
23:59,Movie,2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,4.6
Imperfect,Movie,2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.5
Lang Tong,Movie,2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,4.7
Ascharyachakit!,Movie,2018-12-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.1
Lilli,Movie,2018-12-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.6
Andhadhun,Movie,2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.2
Ashes of Love,TV Show,2018-12-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,266.3094739412007,8.2
DreamWorks Holiday Classics,TV Show,2018-12-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.1
Kill the Messenger,Movie,2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,6.9
Maps to the Stars,Movie,2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.2
Springsteen on Broadway,Movie,2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,266.3094739412007,8.5
The Theory of Everything,Movie,2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.7
F.R.E.D.I.,Movie,2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.0
Flowers,TV Show,2018-12-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.0
Sad Hill Unearthed,Movie,2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.3
Vanjagar Ulagam,Movie,2018-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,266.3094739412007,6.1
Inside the Real Narcos,TV Show,2018-12-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.5
The Fix,TV Show,2018-12-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.7
The Innocent Man,TV Show,2018-12-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.6
Tidelands,TV Show,2018-12-14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.8
Travelers,TV Show,2018-12-14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.4
Voltron: Legendary Defender,TV Show,2018-12-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,8.1
Vir Das: Losing It,Movie,2018-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.0
Dumplin',Movie,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.5
Free Rein: The Twelve Neighs of Christmas,Movie,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.7
Mowgli: Legend of the Jungle,Movie,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.5
Neo Yokio,TV Show,2018-12-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,266.3094739412007,6.0
Pine Gap,TV Show,2018-12-07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.2
ReMastered: Who Killed Jam Master Jay?,Movie,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,266.3094739412007,6.5
The American Meme,Movie,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.1
Battle,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.9
Blind Detective,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.4
Break Up 100,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.8
Don't Go Breaking My Heart,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.5
Don't Go Breaking My Heart 2,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.5
Faraar,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.4
Haunted House,TV Show,2018-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.7
Line Walker,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,6.0
Once a Gangster,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.3094739412007,5.7
Power Paandi,Movie,2018-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266.3094739412007,7.4
1983,TV Show,2018-11-30,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,8.5
A Christmas Prince: The Royal Wedding,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.3
Happy as Lazzaro,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.5
Love and Fortune,TV Show,2018-11-30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,290.6433352515811,7.2
Manto,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.3
Rajma Chawal,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.7
Spy Kids: Mission Critical,TV Show,2018-11-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.8
The World Is Yours,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.3
Time Share,Movie,2018-11-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.9
Minecraft: Story Mode,TV Show,2018-11-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.1
Frontier,TV Show,2018-11-23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.5
Fugitiva,TV Show,2018-11-23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.6
The Christmas Chronicles,Movie,2018-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.0
The Tribe,Movie,2018-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.8
Puppy Star Christmas,Movie,2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,3.7
Sabrina,Movie,2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.2
Target,Movie,2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.1
Trevor Noah: Son of Patricia,Movie,2018-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.3
The Pixar Story,Movie,2018-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.7
Eternal Love,TV Show,2018-11-17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,290.6433352515811,7.4
La Doña,TV Show,2018-11-17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.1
Silvana Sin Lana,TV Show,2018-11-17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,290.6433352515811,7.3
Cam,Movie,2018-11-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,290.6433352515811,5.9
Nothing to Hide,Movie,2018-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.8
Ponysitters Club,TV Show,2018-11-16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.2
Christmas Wedding Planner,Movie,2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.4
May the Devil Take You,Movie,2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.9
Muzaffarnagar Baaqi Hai,Movie,2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.1
Savita Damodar Paranjpe,Movie,2018-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.8
BuyBust,Movie,2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.7
Loudon Wainwright III: Surviving Twin,Movie,2018-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290.6433352515811,6.9
Warrior,TV Show,2018-11-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.3
Age of Tanks,TV Show,2018-11-10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,290.6433352515811,7.3
Lommbock,Movie,2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.6
Medal of Honor,TV Show,2018-11-09,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,8.3
Outlaw King,Movie,2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.9
The Queen of Flow,TV Show,2018-11-09,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.7
Treehouse Detectives,TV Show,2018-11-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,7.8
Westside,TV Show,2018-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290.6433352515811,8.0
Damnation,TV Show,2018-11-07,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.2
Bucket List,Movie,2018-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.6
Ana e Vitória,Movie,2018-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290.6433352515811,6.3
Brainchild,TV Show,2018-11-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,8.2
The Holiday Calendar,Movie,2018-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,5.7
The Other Side of the Wind,Movie,2018-11-02,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,290.6433352515811,6.7
Aamir,Movie,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,290.6433352515811,7.6
Asees,Movie,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290.6433352515811,7.4
Barfi!,Movie,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,8.1
Chance Pe Dance,Movie,2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.6433352515811,4.8
